Species	Status	min_age	max_age
Cynodesmus_thooides	extinct	30.8	33.3
Hesperocyon_gregarius	extinct	30.8	33.3
Osbornodon_sesnoni	extinct	30.8	33.3
Leptocyon_delicatus	extinct	20.43	30.8
Enhydrocyon_crassidens	extinct	20.43	30.8
Leptocyon_vulpinus	extinct	20.43	24.8
Paraenhydrocyon_robustus	extinct	20.43	24.8
Cormocyon_haydeni	extinct	20.43	30.8
Enhydrocyon_crassidens	extinct	20.43	24.8
Leptocyon_gregorii	extinct	20.43	24.8
Cynarctoides_acridens	extinct	20.43	30.8
Archaeocyon_leptodus	extinct	20.43	30.8
Paraenhydrocyon_josephi	extinct	20.43	30.8
Enhydrocyon_pahinsintewakpa	extinct	20.43	30.8
Paraenhydrocyon_josephi	extinct	20.43	30.8
Archaeocyon_leptodus	extinct	20.43	30.8
Archaeocyon_falkenbachi	extinct	20.43	30.8
Otarocyon_cooki	extinct	20.43	30.8
Cormocyon_haydeni	extinct	20.43	30.8
Cormocyon_copei	extinct	26.3	30.8
Enhydrocyon_pahinsintewakpa	extinct	20.43	30.8
Osbornodon_wangi	extinct	20.43	30.8
Phlaocyon_taylori	extinct	20.43	30.8
Archaeocyon_leptodus	extinct	20.43	30.8
Cynodesmus_thooides	extinct	20.43	30.8
Cynodesmus_thooides	extinct	26.3	30.8
Phlaocyon_taylori	extinct	24.8	30.8
Hesperocyon	extinct	20.43	30.8
Paraenhydrocyon_josephi	extinct	20.43	30.8
Caedocyon_tedfordi	extinct	20.43	30.8
Mesocyon_coryphaeus	extinct	20.43	30.8
Canidae	extinct	20.43	30.8
Leptocyon_mollis	extinct	20.43	30.8
Osbornodon_sesnoni	extinct	20.43	30.8
Paraenhydrocyon_josephi	extinct	20.43	30.8
Mesocyon_coryphaeus	extinct	20.43	30.8
Mesocyon_brachyops	extinct	20.43	30.8
Cynarctoides_lemur	extinct	20.43	30.8
Phlaocyon_latidens	extinct	20.43	30.8
Cormocyon_copei	extinct	20.43	30.8
Rhizocyon_oregonensis	extinct	20.43	30.8
Enhydrocyon_stenocephalus	extinct	20.43	30.8
Cynodesmus_thooides	extinct	20.43	30.8
Enhydrocyon	extinct	20.43	30.8
Enhydrocyon	extinct	20.43	30.8
Otarocyon_cooki	extinct	20.43	30.8
Cynarctoides_lemur	extinct	20.43	30.8
Borophaginae	extinct	20.43	24.8
Cynarctoides_roii	extinct	20.43	30.8
Archaeocyon_leptodus	extinct	20.43	30.8
Canidae	extinct	24.8	26.3
Mesocyon_brachyops	extinct	20.43	30.8
Archaeocyon_pavidus	extinct	20.43	30.8
Philotrox_condoni	extinct	20.43	30.8
Enhydrocyon_pahinsintewakpa	extinct	20.43	30.8
Ectopocynus_antiquus	extinct	20.43	30.8
Ectopocynus_intermedius	extinct	20.43	30.8
Archaeocyon_leptodus	extinct	20.43	30.8
Otarocyon_cooki	extinct	20.43	30.8
Phlaocyon_minor	extinct	20.43	30.8
Paraenhydrocyon_josephi	extinct	20.43	30.8
Mesocyon_brachyops	extinct	20.43	30.8
Cormocyon_copei	extinct	20.43	30.8
Rhizocyon_oregonensis	extinct	20.43	30.8
Canidae	extinct	20.43	30.8
Cynodesmus_thooides	extinct	20.43	30.8
Canidae	extinct	20.43	30.8
Canidae	extinct	20.43	30.8
Canidae	extinct	20.43	30.8
Canidae	extinct	24.8	26.3
Enhydrocyon_crassidens	extinct	24.8	26.3
Enhydrocyon_pahinsintewakpa	extinct	24.8	26.3
Canidae	extinct	24.8	26.3
Enhydrocyon_pahinsintewakpa	extinct	24.8	26.3
Archaeocyon_leptodus	extinct	20.43	30.8
Otarocyon_cooki	extinct	20.43	30.8
Archaeocyon_leptodus	extinct	20.43	30.8
Cynodesmus_thooides	extinct	20.43	30.8
Philotrox_condoni	extinct	26.3	30.8
Cynodesmus_martini	extinct	20.43	30.8
Sunkahetanka_geringensis	extinct	20.43	30.8
Archaeocyon_leptodus	extinct	20.43	30.8
Canidae	extinct	20.43	30.8
Archaeocyon_leptodus	extinct	20.43	30.8
Mesocyon_brachyops	extinct	20.43	30.8
Cormocyon_copei	extinct	20.43	30.8
Archaeocyon_leptodus	extinct	20.43	30.8
Sunkahetanka_geringensis	extinct	20.43	30.8
Archaeocyon_leptodus	extinct	26.3	30.8
Cormocyon	extinct	26.3	30.8
Philotrox_condoni	extinct	26.3	30.8
Philotrox_condoni	extinct	26.3	30.8
Cynarctoides_roii	extinct	26.3	30.8
Cynarctoides_roii	extinct	26.3	30.8
Archaeocyon_leptodus	extinct	26.3	30.8
Archaeocyon_leptodus	extinct	26.3	30.8
Cynarctoides_roii	extinct	26.3	30.8
Archaeocyon_leptodus	extinct	26.3	30.8
Mesocyon_temnodon	extinct	26.3	30.8
Hesperocyoninae	extinct	26.3	30.8
Cynodesmus_thooides	extinct	26.3	30.8
Cynarctoides_roii	extinct	26.3	30.8
Archaeocyon_leptodus	extinct	26.3	30.8
Cynarctoides_roii	extinct	26.3	30.8
Archaeocyon_leptodus	extinct	26.3	30.8
Mesocyon_temnodon	extinct	26.3	30.8
Sunkahetanka_geringensis	extinct	26.3	30.8
Archaeocyon_leptodus	extinct	26.3	30.8
Cynarctoides_lemur	extinct	26.3	30.8
Otarocyon_cooki	extinct	26.3	30.8
Mesocyon_temnodon	extinct	26.3	30.8
Philotrox_condoni	extinct	26.3	30.8
Cynarctoides_roii	extinct	26.3	30.8
Archaeocyon_leptodus	extinct	26.3	30.8
Sunkahetanka_geringensis	extinct	26.3	30.8
Enhydrocyon_pahinsintewakpa	extinct	26.3	30.8
Archaeocyon_leptodus	extinct	26.3	30.8
Enhydrocyon_pahinsintewakpa	extinct	26.3	30.8
Enhydrocyon_crassidens	extinct	26.3	30.8
Leptocyon_douglassi	extinct	26.3	30.8
Otarocyon_cooki	extinct	26.3	30.8
Cynarctoides_lemur	extinct	26.3	30.8
Mesocyon_temnodon	extinct	26.3	30.8
Sunkahetanka_geringensis	extinct	26.3	30.8
Philotrox_condoni	extinct	26.3	30.8
Mesocyon_temnodon	extinct	26.3	30.8
Cynarctoides_roii	extinct	26.3	30.8
Archaeocyon_leptodus	extinct	26.3	30.8
Philotrox_condoni	extinct	26.3	30.8
Archaeocyon_leptodus	extinct	26.3	30.8
Archaeocyon_leptodus	extinct	26.3	30.8
Cynarctoides_roii	extinct	26.3	30.8
Archaeocyon_pavidus	extinct	26.3	30.8
Enhydrocyon_pahinsintewakpa	extinct	20.43	30.8
Paraenhydrocyon_josephi	extinct	20.43	30.8
Canidae	extinct	20.43	30.8
Mesocyon_temnodon	extinct	20.43	30.8
Paraenhydrocyon_josephi	extinct	20.43	30.8
Mesocyon_temnodon	extinct	20.43	24.8
Enhydrocyon_pahinsintewakpa	extinct	20.43	24.8
Enhydrocyon	extinct	20.43	30.8
Caninae	extinct	24.8	26.3
Enhydrocyon_pahinsintewakpa	extinct	24.8	26.3
Phlaocyon_minor	extinct	24.8	26.3
Archaeocyon_leptodus	extinct	20.43	30.8
Canidae	extinct	24.8	30.8
Archaeocyon_leptodus	extinct	20.43	30.8
Archaeocyon_leptodus	extinct	20.43	30.8
Desmocyon_thomsoni	extinct	20.43	24.8
Desmocyon_thomsoni	extinct	20.43	24.8
Phlaocyon_annectens	extinct	20.43	24.8
Enhydrocyon_crassidens	extinct	20.43	24.8
Phlaocyon_annectens	extinct	20.43	24.8
Cynarctoides_acridens	extinct	20.43	24.8
Phlaocyon_minor	extinct	20.43	24.8
Desmocyon_thomsoni	extinct	20.43	24.8
Phlaocyon_minor	extinct	20.43	24.8
Desmocyon_thomsoni	extinct	20.43	24.8
Phlaocyon_achoros	extinct	20.43	24.8
Cynarctoides_lemur	extinct	20.43	24.8
Cormocyon_copei	extinct	20.43	24.8
Phlaocyon_annectens	extinct	20.43	24.8
Phlaocyon_annectens	extinct	20.43	24.8
Phlaocyon_annectens	extinct	20.43	24.8
Phlaocyon_annectens	extinct	20.43	24.8
Paraenhydrocyon_wallovianus	extinct	20.43	24.8
Phlaocyon_annectens	extinct	20.43	24.8
Cynarctoides_luskensis	extinct	20.43	24.8
Cormocyon_haydeni	extinct	20.43	24.8
Cynarctoides_luskensis	extinct	20.43	24.8
Cynarctoides_acridens	extinct	20.43	24.8
Desmocyon_thomsoni	extinct	20.43	24.8
Desmocyon_thomsoni	extinct	20.43	24.8
Paraenhydrocyon_wallovianus	extinct	20.43	24.8
Phlaocyon_minor	extinct	20.43	24.8
Desmocyon_thomsoni	extinct	20.43	24.8
Borophaginae	extinct	20.43	24.8
Osbornodon_brachypus	extinct	20.43	24.8
Cynarctoides_luskensis	extinct	20.43	24.8
Phlaocyon_minor	extinct	20.43	24.8
Desmocyon_thomsoni	extinct	20.43	24.8
Enhydrocyon_crassidens	extinct	20.43	24.8
Paraenhydrocyon_wallovianus	extinct	20.43	24.8
Paraenhydrocyon_josephi	extinct	20.43	24.8
Cormocyon_haydeni	extinct	20.43	24.8
Desmocyon_thomsoni	extinct	20.43	30.8
Enhydrocyon_basilatus	extinct	20.43	24.8
Phlaocyon	extinct	20.43	24.8
Desmocyon_thomsoni	extinct	20.43	24.8
Cynarctoides_acridens	extinct	20.43	24.8
Borophaginae	extinct	20.43	24.8
Paraenhydrocyon_josephi	extinct	20.43	24.8
Paraenhydrocyon_robustus	extinct	20.43	24.8
Enhydrocyon_crassidens	extinct	20.43	24.8
Enhydrocyon_crassidens	extinct	20.43	24.8
Paraenhydrocyon_wallovianus	extinct	20.43	24.8
Paraenhydrocyon_josephi	extinct	20.43	24.8
Desmocyon_thomsoni	extinct	20.43	24.8
Phlaocyon	extinct	20.43	24.8
Cormocyon_haydeni	extinct	20.43	24.8
Leptocyon	extinct	20.43	24.8
Hesperocyoninae	extinct	20.43	24.8
Desmocyon_thomsoni	extinct	20.43	24.8
Phlaocyon_multicuspus	extinct	20.43	24.8
Desmocyon_thomsoni	extinct	20.43	24.8
Paraenhydrocyon_wallovianus	extinct	20.43	24.8
Phlaocyon_minor	extinct	20.43	24.8
Desmocyon_thomsoni	extinct	20.43	24.8
Phlaocyon_minor	extinct	20.43	24.8
Desmocyon_thomsoni	extinct	20.43	24.8
Canidae	extinct	20.43	24.8
Leptocyon	extinct	20.43	24.8
Phlaocyon_leucosteus	extinct	20.43	24.8
Phlaocyon_minor	extinct	20.43	24.8
Desmocyon_thomsoni	extinct	20.43	24.8
Desmocyon_thomsoni	extinct	20.43	24.8
Phlaocyon_leucosteus	extinct	20.43	24.8
Cynarctoides_acridens	extinct	20.43	24.8
Paraenhydrocyon_wallovianus	extinct	20.43	24.8
Desmocyon_thomsoni	extinct	20.43	24.8
Cynarctoides_acridens	extinct	20.43	24.8
Phlaocyon_minor	extinct	20.43	24.8
Leptocyon_gregorii	extinct	20.43	24.8
Desmocyon_thomsoni	extinct	20.43	24.8
Desmocyon_thomsoni	extinct	20.43	24.8
Desmocyon_thomsoni	extinct	20.43	24.8
Cynarctoides_harlowi	extinct	20.43	24.8
Phlaocyon_minor	extinct	20.43	24.8
Phlaocyon_annectens	extinct	20.43	24.8
Metatomarctus_canavus	extinct	15.97	20.43
Protomarctus_optatus	extinct	15.97	20.43
Ectopocynus_simplicidens	extinct	15.97	20.43
Cynarctoides_acridens	extinct	15.97	20.43
Phlaocyon_leucosteus	extinct	15.97	20.43
Phlaocyon_mariae	extinct	15.97	20.43
Desmocyon_matthewi	extinct	15.97	20.43
Protomarctus_optatus	extinct	15.97	20.43
Paracynarctus_kelloggi	extinct	15.97	20.43
Cynarctoides_acridens	extinct	15.97	20.43
Phlaocyon_marslandensis	extinct	15.97	20.43
Cynarctoides_acridens	extinct	15.97	20.43
Paracynarctus_sinclairi	extinct	15.97	20.43
Tomarctus_hippophaga	extinct	15.97	20.43
Tomarctus_brevirostris	extinct	15.97	20.43
Osbornodon_iamonensis	extinct	15.97	20.43
Cynarctoides_acridens	extinct	15.97	20.43
Desmocyon_thomsoni	extinct	15.97	20.43
Metatomarctus_canavus	extinct	15.97	20.43
Phlaocyon_leucosteus	extinct	15.97	20.43
Borophaginae	extinct	15.97	20.43
Phlaocyon_marslandensis	extinct	15.97	20.43
Metatomarctus_canavus	extinct	15.97	20.43
Protomarctus_optatus	extinct	15.97	20.43
Ectopocynus_simplicidens	extinct	15.97	20.43
Cynarctoides_acridens	extinct	15.97	20.43
Phlaocyon_leucosteus	extinct	15.97	20.43
Desmocyon_matthewi	extinct	15.97	20.43
Tomarctus_brevirostris	extinct	15.97	20.43
Desmocyon_thomsoni	extinct	15.97	20.43
Cynarctoides_acridens	extinct	15.97	20.43
Osbornodon_iamonensis	extinct	15.97	20.43
Cynarctoides_acridens	extinct	15.97	20.43
Metatomarctus_canavus	extinct	15.97	20.43
Cynarctoides_acridens	extinct	15.97	20.43
Leptocyon_vulpinus	extinct	15.97	20.43
Desmocyon_thomsoni	extinct	15.97	20.43
Tomarctus_hippophaga	extinct	15.97	20.43
Tomarctus_brevirostris	extinct	15.97	20.43
Microtomarctus_conferta	extinct	15.97	20.43
Tomarctus_hippophaga	extinct	15.97	20.43
Tomarctus_brevirostris	extinct	15.97	20.43
Osbornodon_fricki	extinct	13.6	15.97
Leptocyon_leidyi	extinct	13.6	15.97
Euoplocyon_brachygnathus	extinct	13.6	15.97
Psalidocyon_marianae	extinct	13.6	15.97
Microtomarctus_conferta	extinct	13.6	15.97
Tomarctus_hippophaga	extinct	13.6	15.97
Tomarctus_brevirostris	extinct	13.6	15.97
Cynarctoides_acridens	extinct	15.97	20.43
Desmocyon_matthewi	extinct	15.97	20.43
Metatomarctus_canavus	extinct	15.97	20.43
Protomarctus_optatus	extinct	15.97	20.43
Protomarctus_optatus	extinct	15.97	20.43
Microtomarctus_conferta	extinct	15.97	20.43
Tomarctus_brevirostris	extinct	15.97	20.43
Aelurodon_asthenostylus	extinct	15.97	20.43
Tomarctus_hippophaga	extinct	15.97	20.43
Canidae	extinct	15.97	20.43
Tomarctus_hippophaga	extinct	15.97	20.43
Microtomarctus_conferta	extinct	15.97	20.43
Canidae	extinct	15.97	20.43
Osbornodon_fricki	extinct	15.97	20.43
Cynarctoides_acridens	extinct	15.97	20.43
Protomarctus_optatus	extinct	15.97	20.43
Protomarctus_optatus	extinct	15.97	20.43
Tomarctus_hippophaga	extinct	15.97	20.43
Osbornodon_fricki	extinct	15.97	20.43
Cynarctoides_acridens	extinct	15.97	20.43
Protomarctus_optatus	extinct	15.97	20.43
Cynarctoides_acridens	extinct	15.97	20.43
Desmocyon_thomsoni	extinct	15.97	20.43
Cynarctoides_acridens	extinct	15.97	20.43
Desmocyon_matthewi	extinct	15.97	20.43
Desmocyon_matthewi	extinct	15.97	20.43
Cynarctoides_acridens	extinct	15.97	20.43
Cynarctoides_acridens	extinct	15.97	20.43
Phlaocyon_marslandensis	extinct	15.97	20.43
Desmocyon_matthewi	extinct	15.97	20.43
Metatomarctus_canavus	extinct	15.97	20.43
Cynarctoides_acridens	extinct	15.97	20.43
Cynarctoides_emryi	extinct	15.97	20.43
Metatomarctus_canavus	extinct	15.97	20.43
Metatomarctus_canavus	extinct	15.97	20.43
Metatomarctus_canavus	extinct	15.97	20.43
Metatomarctus_canavus	extinct	15.97	20.43
Cynarctoides_acridens	extinct	15.97	20.43
Metatomarctus_canavus	extinct	15.97	20.43
Phlaocyon_marslandensis	extinct	15.97	20.43
Metatomarctus_canavus	extinct	15.97	20.43
Phlaocyon_marslandensis	extinct	15.97	20.43
Metatomarctus_canavus	extinct	15.97	20.43
Osbornodon_fricki	extinct	15.97	20.43
Protomarctus_optatus	extinct	15.97	20.43
Osbornodon_fricki	extinct	15.97	20.43
Cynarctoides_acridens	extinct	15.97	20.43
Paracynarctus_sinclairi	extinct	15.97	20.43
Euoplocyon_brachygnathus	extinct	15.97	20.43
Psalidocyon_marianae	extinct	15.97	20.43
Microtomarctus_conferta	extinct	15.97	20.43
Tomarctus_hippophaga	extinct	15.97	20.43
Tomarctus_brevirostris	extinct	15.97	20.43
Tomarctus_hippophaga	extinct	15.97	20.43
Tomarctus_brevirostris	extinct	15.97	20.43
Osbornodon_fricki	extinct	15.97	20.43
Cynarctoides_acridens	extinct	15.97	20.43
Protomarctus_optatus	extinct	15.97	20.43
Cynarctoides_acridens	extinct	15.97	20.43
Metatomarctus_canavus	extinct	15.97	20.43
Phlaocyon_leucosteus	extinct	15.97	20.43
Cynarctoides_acridens	extinct	15.97	20.43
Protomarctus_optatus	extinct	15.97	20.43
Leptocyon_leidyi	extinct	15.97	20.43
Cynarctoides_acridens	extinct	15.97	20.43
Tomarctus_hippophaga	extinct	15.97	20.43
Osbornodon_fricki	extinct	15.97	20.43
Paracynarctus_sinclairi	extinct	15.97	20.43
Microtomarctus_conferta	extinct	15.97	20.43
Tomarctus_brevirostris	extinct	15.97	20.43
Metatomarctus_canavus	extinct	15.97	20.43
Tomarctus_hippophaga	extinct	15.97	20.43
Cynarctoides_acridens	extinct	13.6	15.97
Paracynarctus_sinclairi	extinct	13.6	15.97
Tomarctus_hippophaga	extinct	13.6	15.97
Cynarctoides_acridens	extinct	15.97	20.43
Metatomarctus_canavus	extinct	15.97	20.43
Tomarctus_hippophaga	extinct	15.97	20.43
Osbornodon_fricki	extinct	15.97	20.43
Cynarctoides_acridens	extinct	15.97	20.43
Cynarctoides_acridens	extinct	15.97	20.43
Protomarctus_optatus	extinct	15.97	20.43
